assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,i_d,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,0,0,0,0,87107,0,0,-3,3,0.0,0,2,0.0,0.0,0,Cyrus,['form'],0,0,0.0,179,False,0.0,0,Joined Nottingham Forest on loan until the end of the season on 18/9. - Expected back 01 Jul,2020-09-21T00:30:18.332101Z,42,0,0,0,87107.jpg,0.0,0,0,Christie,0.0,False,,u,8,54,0.0,0,745,0,10235,2,0.0,0.0,Christie,0
0,0,13,0,0,0,92259,0,0,-3,3,14.6,0,3,0.0,0.0,0,Neeskens,['form'],3,0,5.9,180,False,1.4,116,Joined Middlesbrough on loan until the end of the season on 1/2,2021-02-02T00:00:25.973137Z,47,0,0,0,92259.jpg,1.2,0,0,Kebano,0.0,False,,u,8,54,47.0,6,3056,0,12488,9,0.0,1.3,Kebano,0
1,6,282,25,0,9,96994,0,0,-2,2,191.0,1,4,0.1,0.0,0,Bobby,['form'],17,5,88.0,181,False,309.6,1672,Knock - 25% chance of playing,2021-03-13T22:00:21.640873Z,53,0,0,0,96994.jpg,2.7,0,0,Decordova-Reid,0.8,False,,d,8,54,379.0,68,289823,90,249327,6161,0.1,12.8,Decordova-Reid,5
1,0,88,,,0,101105,-1,1,-5,5,56.2,0,2,0.2,0.2,0,Joe,['form'],13,0,17.6,182,False,73.2,464,,,45,0,0,0,101105.jpg,1.1,0,0,Bryan,0.3,False,,a,8,54,47.0,13,16486,22,68497,198,0.0,2.9,Bryan,2
0,0,0,0,0,0,122074,0,0,-2,2,0.0,0,1,0.0,0.0,0,Marcus,['form'],0,0,0.0,183,False,0.0,0,Joined Middlesbrough on loan until the end of the season on 10/9. - Expected back 01 Jul,2020-09-10T14:30:11.949431Z,43,0,0,0,122074.jpg,0.0,0,0,Bettinelli,0.0,False,,u,8,54,0.0,0,895,0,5495,0,0.0,0.0,Bettinelli,0
3,5,139,100,100,1,128389,0,0,-5,5,276.1,0,4,0.8,0.8,1,Aleksandar,['form'],18,2,99.9,184,False,197.8,1110,,2021-02-14T21:30:28.628610Z,55,0,1,0,128389.jpg,2.2,0,0,Mitrović,3.3,False,,a,8,54,543.0,50,567280,740,1892939,2354,0.1,9.1,Mitrović,3
0,0,0,0,0,0,149266,0,0,-2,2,0.0,0,2,0.0,0.0,0,Alfie,['form'],0,0,0.0,185,False,0.0,0,Joined Bristol City on loan until the end of the season on 6/9. - Expected back 01 Jul,2020-09-07T02:00:12.698046Z,43,0,0,0,149266.jpg,0.0,0,0,Mawson,0.0,False,,u,8,54,0.0,0,378,0,1683,0,0.0,0.0,Mawson,0
0,0,11,25,25,0,155529,0,0,-2,2,0.0,0,1,0.0,0.0,0,Marek,['form'],3,0,1.8,186,False,18.2,90,Hand injury - 25% chance of playing,2021-03-05T00:00:28.909455Z,43,0,0,0,155529.jpg,1.0,0,2,Rodák,0.3,False,,d,8,54,0.0,1,13812,39,33993,127,0.0,0.2,Rodák,0
0,4,195,100,100,6,166324,0,0,-2,2,446.4,1,3,2.2,2.2,2,Ivan Ricardo,['form'],29,3,119.4,187,False,274.6,1896,,2020-12-19T23:30:21.220340Z,53,0,1,0,166324.jpg,2.5,0,0,Neves Abreu Cavaleiro,0.2,False,,a,8,54,472.0,70,38666,169,38613,1097,0.4,13.2,Cavaleiro,2
0,0,13,75,100,0,168765,0,0,-4,4,8.0,0,3,0.2,0.2,0,Josh,['form'],7,0,4.5,188,False,17.8,161,Knock - 75% chance of playing,2021-03-19T23:00:21.446678Z,46,0,0,0,168765.jpg,1.0,0,0,Onomah,0.0,False,,d,8,54,20.0,6,3255,6,14655,33,0.0,1.3,Onomah,1
0,0,0,0,0,0,170271,0,0,-4,4,0.0,0,3,0.0,0.0,0,Jean Michaël,['form'],0,0,0.0,189,False,0.0,0,Not included in Fulham's 25-man Premier League squad,2020-10-20T22:30:18.607195Z,46,0,0,0,170271.jpg,0.0,0,0,Seri,0.0,False,,u,8,54,0.0,0,2950,0,10832,3,0.0,0.0,Seri,0
0,0,14,0,0,0,197030,0,0,-2,2,76.8,0,3,0.0,0.0,0,Aboubakar,['form'],9,0,13.2,190,False,22.6,307,Joined Dijon on loan until the end of the season on 1/2,2021-02-01T22:30:23.485673Z,48,0,0,0,197030.jpg,0.7,1,0,Kamara,0.0,False,,u,8,54,39.0,8,5026,0,12141,5,0.0,1.7,Kamara,1
3,4,330,,,6,203325,0,0,0,0,320.7,0,3,1.2,1.2,2,André-Frank,['form'],30,0,96.6,191,False,424.0,2087,,,45,0,0,0,203325.jpg,2.2,0,0,Zambo Anguissa,1.4,False,,a,8,54,220.0,65,457673,1090,426093,2450,0.3,14.4,Anguissa,5
0,0,0,0,0,0,208998,0,0,-2,2,0.0,0,2,0.0,0.0,0,Zeze Steven,['form'],0,0,0.0,192,False,0.0,0,Joined Bristol City on loan until the end of the season on 7/9. - Expected back 01 Jul,2020-09-08T09:30:15.158422Z,43,0,0,0,208998.jpg,0.0,0,0,Sessegnon,0.0,False,,u,8,54,0.0,0,671,0,8781,3,0.0,0.0,Sessegnon,0
3,0,338,100,100,8,153366,0,0,-1,1,291.4,0,3,2.0,2.0,2,Harrison,['form'],27,0,73.4,373,False,373.8,1938,,2020-09-30T13:30:17.140962Z,44,0,0,0,153366.jpg,2.3,0,0,Reed,0.6,False,,a,8,54,67.0,60,115784,1341,149707,1453,0.5,13.6,Reed,5
0,1,336,100,100,5,169528,0,0,-1,1,375.1,0,2,1.2,1.2,1,Antonee,['form'],22,0,90.0,484,False,371.2,1799,,2021-01-16T22:30:18.719812Z,44,0,0,0,169528.jpg,2.1,1,0,Robinson,0.2,False,,a,8,54,151.0,51,35176,84,32538,395,0.3,11.6,Robinson,4
0,3,198,100,100,3,151086,0,0,0,0,120.2,0,3,3.8,3.8,1,Mario,['form'],18,1,42.2,493,False,197.4,1177,,2021-01-14T15:00:17.223386Z,45,0,0,0,151086.jpg,1.9,0,0,Lemina,0.3,False,,a,8,54,103.0,42,21501,611,82078,768,0.8,9.3,Lemina,3
0,8,541,,,9,84182,0,0,1,-1,0.0,1,1,3.2,3.2,1,Alphonse,['form'],35,0,71.5,516,False,716.6,2610,,,46,0,0,0,84182.jpg,3.8,0,95,Areola,5.3,False,,a,8,54,0.0,110,557383,4266,276870,7448,0.7,23.9,Areola,0
1,3,222,100,100,5,167074,0,0,-2,2,233.5,1,2,1.8,1.8,1,Kenny,['form'],16,0,52.9,517,False,235.0,1063,,2020-09-28T19:30:13.417631Z,43,0,0,0,167074.jpg,2.8,0,0,Tete,0.2,False,,a,8,54,60.0,45,28454,177,25067,679,0.4,10.5,Tete,2
0,0,34,,,0,72681,0,0,-3,3,20.8,0,2,0.0,0.0,0,Denis,['form'],10,0,6.4,525,False,35.4,270,,,42,0,0,0,72681.jpg,0.3,0,0,Odoi,0.1,False,,a,8,54,8.0,1,7805,27,9204,36,0.0,0.2,Odoi,1
4,8,327,,,9,219352,0,0,1,-1,751.6,1,3,2.8,2.8,5,Ademola,['form'],26,4,202.7,557,False,474.6,2274,,,51,0,1,0,219352.jpg,3.5,0,0,Lookman,3.5,False,,a,8,54,800.0,95,587769,4775,319484,17820,0.5,18.6,Lookman,4
1,8,421,,,7,159506,0,0,1,-1,233.9,2,2,2.5,2.5,1,Ola,['form'],28,2,80.8,562,False,438.0,2250,,,46,0,0,0,159506.jpg,3.5,0,0,Aina,2.8,False,,a,8,54,136.0,92,339536,1914,124649,13583,0.5,20.0,Aina,2
1,7,421,100,100,9,174874,0,0,0,0,105.0,2,2,4.2,4.2,7,Joachim,['form'],24,1,68.7,571,False,464.0,2131,,2020-12-19T23:30:22.009824Z,45,0,0,0,174874.jpg,3.6,1,0,Andersen,0.5,False,,a,8,54,116.0,87,54088,2905,15706,2424,0.9,19.3,Andersen,3
1,11,473,,,9,109646,0,0,0,0,56.2,1,2,2.8,2.8,1,Tosin,['form'],27,0,78.1,572,False,526.4,2340,,,45,1,0,0,109646.jpg,3.5,0,0,Adarabioyo,0.8,False,,a,8,54,195.0,91,111675,1688,53502,3743,0.6,20.2,Adarabioyo,1
0,0,0,100,100,0,109434,0,0,-2,2,0.0,0,2,0.0,0.0,0,Terence,['form'],0,0,0.0,585,False,0.0,0,,2021-01-16T22:30:18.884975Z,43,0,0,0,109434.jpg,0.0,0,0,Kongolo,0.0,False,,a,8,54,0.0,0,1505,13,1355,17,0.0,0.0,Kongolo,0
0,3,74,,,4,195480,0,0,0,0,51.2,1,4,1.2,1.2,1,Josh,['form'],3,2,34.6,665,False,84.8,549,,,55,0,0,0,195480.jpg,3.1,0,0,Maja,1.2,False,,a,8,54,212.0,25,178838,839,84654,12814,0.2,4.5,Maja,0
0,0,9,50,50,0,15033,0,0,-1,1,0.1,0,2,-0.2,0.0,0,Wes,['form'],0,0,0.3,216,False,3.0,16,Back injury - 50% chance of playing,2021-01-22T15:00:21.292754Z,44,0,0,0,15033.jpg,1.0,0,0,Morgan,0.1,False,,d,9,13,0.0,3,9549,4,14860,22,0.0,0.7,Morgan,0
0,6,524,100,100,10,17745,-1,1,-1,1,0.0,3,1,3.5,0.0,0,Kasper,['form'],32,0,64.4,217,False,644.2,2610,,2020-11-15T22:30:17.730436Z,54,0,0,0,17745.jpg,3.9,0,74,Schmeichel,9.7,False,,a,9,13,0.0,114,606072,1958,907950,7907,0.7,21.1,Schmeichel,0
0,2,112,100,100,3,37402,0,0,0,0,33.9,0,2,-0.5,0.0,0,Christian,['form'],9,0,19.2,218,False,137.0,701,,2020-08-15T10:00:11.758506Z,45,0,0,0,37402.jpg,2.7,0,0,Fuchs,0.2,False,,a,9,13,22.0,24,44604,45,43497,99,0.0,5.3,Fuchs,4
1,7,412,100,100,9,37642,0,0,0,0,81.3,0,2,1.5,0.0,0,Jonny,['form'],24,0,51.5,219,False,375.2,2023,,2021-03-03T20:30:28.251199Z,55,1,0,0,37642.jpg,3.3,0,0,Evans,0.8,False,,a,9,13,57.0,77,148796,833,114591,965,0.4,14.0,Evans,7
0,0,0,0,0,0,46483,0,0,-1,1,0.0,0,3,0.0,0.0,0,Adrien,['form'],0,0,0.0,220,False,0.0,0,Transferred to Sampdoria,2020-10-05T07:20:56.395434Z,44,0,0,0,46483.jpg,0.0,0,0,Silva,0.2,False,,u,9,13,0.0,0,8544,0,45623,23,0.0,0.0,Silva,0
5,0,210,,,4,51938,0,0,-3,3,332.8,0,3,2.5,0.0,0,Marc,['form'],12,0,82.7,221,False,274.2,1240,,,52,0,0,0,51938.jpg,2.3,0,0,Albrighton,0.1,False,,a,9,13,221.0,50,12488,166,20661,166,0.6,9.6,Albrighton,2
0,0,0,0,0,0,61604,0,0,-2,2,0.0,0,3,0.0,0.0,0,Matty,['form'],0,0,0.0,222,False,0.0,0,Joined Coventry City on loan until the end of the season on 6/1. - Expected back 01 Jul,2020-10-16T21:30:11.572098Z,43,0,0,0,61604.jpg,0.0,0,0,James,0.2,False,,u,9,13,0.0,0,29808,0,57595,46,0.0,0.0,James,0
0,0,0,,,0,95463,0,0,-2,2,0.0,0,1,-0.5,0.0,0,Danny,['form'],0,0,0.0,223,False,0.0,0,,,43,0,0,0,95463.jpg,0.0,0,0,Ward,0.2,False,,a,9,13,0.0,0,4667,47,12244,52,0.0,0.0,Ward,0
12,19,512,100,100,7,101668,-1,1,1,-1,252.1,5,4,5.2,0.0,0,Jamie,['form'],26,12,187.1,224,True,644.6,2045,,2021-01-22T14:30:26.590916Z,101,0,1,0,101668.jpg,5.9,0,0,Vardy,18.8,False,,a,9,13,974.0,147,4386854,29487,4581714,27655,0.6,14.6,Vardy,1
2,1,119,100,100,3,106837,0,0,-3,3,126.4,0,3,-0.5,0.0,0,Dennis,['form'],8,1,35.7,225,False,118.4,651,,2021-01-09T23:30:20.784690Z,52,0,0,0,106837.jpg,2.7,0,0,Praet,0.1,False,,a,9,13,114.0,35,79576,17,88906,24,0.0,6.7,Praet,0
0,0,105,75,75,2,111931,0,0,-1,1,79.1,0,2,0.6,0.0,0,Ricardo Domingos,['form'],9,0,32.7,226,False,131.6,726,Hamstring injury - 75% chance of playing,2021-03-14T20:00:21.567007Z,59,0,0,0,111931.jpg,2.2,0,0,Barbosa Pereira,0.7,False,,d,9,13,118.0,22,140544,108,98934,5924,0.2,3.7,Pereira,1
0,2,109,100,100,0,155569,0,0,-1,1,9.1,0,2,3.5,0.0,0,Daniel,['form'],8,1,21.2,227,False,141.8,583,,2020-10-04T13:30:15.269052Z,39,0,0,0,155569.jpg,2.0,0,0,Amartey,1.4,False,,a,9,13,61.0,20,155334,2507,159653,2698,1.0,5.1,Amartey,1
3,11,497,,,10,166989,0,0,0,0,446.5,2,3,2.5,0.0,0,Youri,['form'],32,6,144.6,228,False,651.4,2546,,,65,0,0,0,166989.jpg,3.8,0,0,Tielemans,3.8,False,,a,9,13,347.0,111,626124,11050,523700,10385,0.5,17.1,Tielemans,6
0,2,119,100,100,5,168580,0,0,-5,5,254.0,0,3,2.2,0.0,0,Ayoze,['form'],11,2,80.4,229,False,201.2,958,,2021-02-13T16:30:26.826935Z,60,0,0,0,168580.jpg,2.6,0,0,Pérez,0.6,False,,a,9,13,346.0,45,54074,348,243962,267,0.4,7.5,Pérez,1
0,0,3,0,0,0,172632,0,0,-4,4,1.3,0,3,0.0,0.0,0,Demarai,['form'],0,0,0.5,230,False,0.2,18,Joined Bayer Leverkusen on a permanent deal on 31/1,2021-01-31T20:00:26.383373Z,51,0,0,0,172632.jpg,1.0,0,0,Gray,0.1,False,,u,9,13,3.0,1,2724,0,14270,14,0.0,0.2,Gray,0
7,12,399,50,50,9,172780,0,0,1,-1,637.3,3,3,-0.2,0.0,0,James,['form'],19,8,167.7,231,False,533.6,1624,Hip injury - 50% chance of playing,2021-02-21T17:00:26.665350Z,71,0,0,0,172780.jpg,5.2,0,0,Maddison,4.2,False,,d,9,13,508.0,119,2256718,1962,2150738,11597,0.0,16.8,Maddison,4
0,9,200,,,4,173515,0,0,-3,3,183.4,1,4,11.2,0.0,0,Kelechi,['form'],7,6,82.5,233,False,238.6,721,,,57,0,1,0,173515.jpg,3.4,0,0,Iheanacho,2.8,False,,a,9,13,407.0,55,263321,87596,92103,6344,2.1,9.6,Iheanacho,0
0,0,56,,,2,197469,-1,1,-4,4,13.3,0,3,0.5,0.0,0,Hamza,['form'],2,0,7.5,234,False,33.0,301,,,46,0,0,0,197469.jpg,1.4,0,0,Choudhury,0.0,False,,a,9,13,29.0,13,3240,16,7171,20,0.2,2.8,Choudhury,1
5,13,348,0,0,7,201666,0,0,-3,3,359.0,2,3,0.0,0.0,0,Harvey,['form'],25,9,172.7,235,False,556.4,1944,Knee injury - Expected back 11 Apr,2021-02-28T15:30:23.096089Z,67,0,0,0,201666.jpg,5.0,0,0,Barnes,3.8,False,,i,9,13,810.0,126,2580386,407,2629329,17726,0.0,18.8,Barnes,0
3,9,292,100,100,6,203341,0,0,-2,2,162.8,0,3,4.5,0.0,0,Wilfred,['form'],15,1,58.4,236,False,394.4,1401,,2021-01-27T23:30:17.521967Z,48,0,0,0,203341.jpg,3.4,0,0,Ndidi,0.7,False,,a,9,13,27.0,58,59909,1852,164331,970,1.0,12.1,Ndidi,3
0,0,0,0,0,0,213405,0,0,-2,2,0.0,0,2,0.0,0.0,0,Filip,['form'],0,0,0.0,237,False,0.0,0,Joined OH Leuven on loan until the end of the season on 12/1. - Expected back 01 Jul,2021-01-12T14:30:25.457755Z,43,0,0,0,213405.jpg,0.0,0,0,Benkovic,0.0,False,,u,9,13,0.0,0,296,0,5014,2,0.0,0.0,Benkovic,0
0,0,238,100,100,4,218031,0,0,-2,2,68.0,0,2,2.8,0.0,0,Çaglar,['form'],17,0,40.9,238,False,257.6,1186,,2020-12-03T22:30:22.314914Z,53,0,0,0,218031.jpg,2.3,0,0,Söyüncü,3.0,False,,a,9,13,83.0,37,178998,952,882057,1914,0.6,7.0,Söyüncü,2
2,13,447,0,0,9,220627,0,0,4,-4,290.7,3,2,0.0,0.0,0,James,['form'],25,2,96.0,239,False,472.2,2070,Knee injury - Unknown return date,2021-02-10T22:30:28.762851Z,49,0,0,0,220627.jpg,4.4,0,0,Justin,7.2,False,,i,9,13,195.0,101,2915273,155,3350230,12900,0.0,20.6,Justin,4
0,0,36,,,0,244619,-1,1,-4,4,31.9,0,2,-0.5,0.0,0,Luke,['form'],7,0,11.7,240,False,65.6,405,,,41,0,0,0,244619.jpg,0.8,0,0,Thomas,0.2,False,,a,9,13,21.0,5,23020,97,40506,341,0.0,1.2,Thomas,2
3,4,319,100,100,5,166477,0,0,2,-2,222.6,2,2,2.8,0.0,0,Timothy,['form'],19,1,66.1,498,False,314.8,1535,,2021-01-31T17:00:19.980756Z,57,0,0,0,166477.jpg,3.7,0,0,Castagne,4.0,False,,a,9,13,124.0,67,1730699,1295,1819160,2103,0.6,11.8,Castagne,1
1,0,212,,,4,86881,0,0,-3,3,106.1,0,3,0.2,0.0,0,Nampalys,['form'],21,0,26.1,518,False,137.4,1363,,,42,0,0,0,86881.jpg,1.9,0,0,Mendy,1.6,False,,a,9,13,16.0,37,446592,677,417187,1782,0.2,8.8,Mendy,5
2,0,62,50,50,0,228798,0,0,-3,3,87.5,0,3,-0.2,0.0,0,Cengiz,['form'],5,0,24.9,541,False,73.4,275,Thigh injury - 50% chance of playing,2021-03-08T08:30:22.097958Z,57,0,0,0,228798.jpg,1.8,0,0,Ünder,0.0,False,,d,9,13,88.0,16,15072,8,15185,44,0.0,2.8,Ünder,0
1,5,333,100,100,6,444463,0,0,0,0,80.3,1,2,2.5,0.0,0,Wesley,['form'],17,0,52.7,561,False,372.4,1594,,2021-02-01T15:00:21.074362Z,50,0,0,0,444463.jpg,3.1,0,0,Fofana,0.4,False,,a,9,13,73.0,58,133187,1033,117923,445,0.6,11.6,Fofana,5
0,0,3,0,0,0,149828,0,0,-1,1,11.7,0,4,0.0,0.0,0,Islam,['form'],1,0,1.8,579,False,0.2,19,Joined Lyon on a permanent deal on 14/1,2021-01-14T15:00:17.428974Z,49,0,0,0,149828.jpg,1.0,0,0,Slimani,0.1,False,,u,9,13,6.0,1,11121,0,11552,26,0.0,0.2,Slimani,0
0,0,0,,,0,232229,0,0,0,0,0.0,0,2,-0.5,0.0,0,Vontae,['form'],0,0,0.0,660,False,0.0,0,,,40,0,0,0,232229.jpg,0.0,0,0,Daley-Campbell,0.0,False,,a,9,13,0.0,0,788,47,550,23,0.0,0.0,Daley-Campbell,0
0,0,2,,,0,232881,0,0,-1,1,1.4,0,3,-0.2,0.0,0,Thakgalo,['form'],0,0,0.2,661,False,0.6,9,,,44,0,0,0,232881.jpg,1.0,0,0,Leshabela,0.0,False,,a,9,13,0.0,1,339,18,197,6,0.1,0.2,Leshabela,0
0,0,10,,,0,421796,0,0,-1,1,1.2,0,3,0.5,0.0,0,Sidnei,['form'],1,0,2.0,676,False,9.6,84,,,44,0,0,0,421796.jpg,1.5,0,0,Tavares,0.0,False,,a,9,13,9.0,3,244,35,113,19,0.2,0.7,Tavares,0
0,0,0,,,0,447373,0,0,0,0,0.0,0,3,-0.5,0.0,0,Shane,['form'],0,0,0.0,684,False,0.0,0,,,45,0,0,0,447373.jpg,0.0,0,0,Flynn,0.0,False,,a,9,13,0.0,0,80,29,28,10,0.0,0.0,Flynn,0
2,0,76,0,0,0,28690,0,0,-3,3,82.0,0,3,0.0,0.0,0,Pablo,['form'],5,0,24.4,193,False,70.6,330,Muscle injury - Unknown return date,2021-03-09T09:30:26.552042Z,57,0,0,0,28690.jpg,1.5,0,0,Hernández Domínguez,0.2,False,,i,10,2,92.0,20,23507,26,130865,119,0.0,3.5,Hernández,1
0,0,12,100,100,0,39790,0,0,-3,3,0.0,0,1,0.5,0.0,0,Francisco,['form'],1,0,0.8,194,False,8.0,90,,2020-09-30T13:30:16.774093Z,42,0,0,0,39790.jpg,2.0,0,1,Casilla Cortés,0.8,False,,a,10,2,0.0,2,31433,63,138950,261,0.0,0.5,Casilla,0
0,2,413,75,25,5,55914,0,0,-2,2,14.2,0,2,0.6,0.1,0,Liam,['form'],38,1,82.9,195,False,557.4,1871,Illness - 75% chance of playing,2021-03-13T15:30:20.685069Z,43,0,0,0,55914.jpg,2.5,0,0,Cooper,0.4,False,,d,10,2,257.0,52,69480,23,100030,852,0.1,12.1,Cooper,3
0,0,0,0,0,0,57913,0,0,-2,2,0.0,0,2,0.0,0.0,0,Barry,['form'],0,0,0.0,196,False,0.0,0,Joined Blackburn Rovers on loan until the end of the season on 16/10. - Expected back 01 Jul,2020-10-16T10:30:16.158146Z,38,0,0,0,57913.jpg,0.0,0,0,Douglas,3.0,False,,u,10,2,0.0,0,252878,0,1019996,1144,0.0,0.0,Douglas,0
0,1,509,,,9,66588,0,0,-1,1,369.2,0,2,3.5,3.0,2,Luke,['form'],47,0,128.0,197,False,644.0,2589,,,44,0,0,0,66588.jpg,2.5,0,0,Ayling,2.6,False,,a,10,2,267.0,72,397528,3426,480351,3727,0.7,16.4,Ayling,5
5,3,342,100,100,7,72222,0,0,-3,3,597.5,0,3,1.5,1.0,1,Mateusz,['form'],41,3,125.5,198,False,393.2,2094,,2021-02-23T22:30:17.897375Z,52,0,0,0,72222.jpg,2.9,0,0,Klich,2.6,False,,a,10,2,266.0,84,1080475,295,1081910,2365,0.2,16.2,Klich,6
0,0,0,0,0,0,80179,0,0,-2,2,0.0,0,3,0.0,0.0,0,Adam,['form'],0,0,0.0,199,False,0.0,0,Hip injury - Unknown return date,2020-09-10T13:00:10.171553Z,48,0,0,0,80179.jpg,0.0,0,0,Forshaw,0.0,False,,i,10,2,0.0,0,700,19,2184,12,0.0,0.0,Forshaw,0
3,11,553,,,9,87873,0,0,6,-6,343.4,3,2,3.5,3.0,2,Stuart,['form'],46,5,130.3,200,True,586.8,2600,,,51,0,0,0,87873.jpg,4.2,0,0,Dallas,25.3,False,,a,10,2,370.0,122,2919904,21712,1265098,22474,0.6,23.9,Dallas,5
0,6,324,100,100,7,105377,0,0,-2,2,318.4,2,2,3.2,2.7,2,Ezgjan,['form'],29,2,83.9,201,False,319.8,1703,,2020-11-19T13:00:23.970021Z,43,0,0,0,105377.jpg,2.7,0,0,Alioski,1.9,False,,a,10,2,197.0,74,434831,2634,342389,3635,0.6,17.2,Alioski,4
9,19,514,75,75,8,106617,0,0,12,-12,261.6,4,4,3.9,3.5,11,Patrick,['form'],45,14,215.1,202,True,690.4,2435,Knock - 75% chance of playing,2021-03-13T16:00:21.756513Z,67,0,0,0,106617.jpg,5.4,0,0,Bamford,48.3,False,,d,10,2,1204.0,156,7073299,35713,4042661,59630,0.7,23.3,Bamford,2
5,10,383,100,100,8,221399,0,0,-1,1,615.0,2,3,4.2,3.7,7,Jack,['form'],39,6,161.6,203,False,547.2,2149,,2020-11-28T22:30:23.319765Z,54,0,0,0,221399.jpg,4.0,0,0,Harrison,3.0,False,,a,10,2,450.0,111,774783,6701,647900,7761,0.7,20.6,Harrison,2
2,2,305,100,100,7,155405,0,0,-1,1,408.5,0,3,2.2,1.7,1,Kalvin,['form'],30,0,87.4,204,False,399.8,1842,,2021-02-08T23:30:29.141533Z,49,0,0,0,155405.jpg,2.3,0,0,Phillips,0.9,False,,a,10,2,64.0,49,196181,192,334245,378,0.3,10.0,Phillips,7
4,2,144,,,2,165808,0,0,-5,5,129.8,1,3,1.2,0.7,0,Hélder Wander,['form'],21,3,59.0,205,False,207.8,923,,,50,1,0,0,165808.jpg,2.9,0,0,Sousa de Azevedo e Costa,2.2,False,,a,10,2,254.0,56,1060863,234,1056179,1371,0.1,11.2,Costa,0
2,0,94,,,2,173821,0,0,-4,4,148.9,0,3,2.2,1.7,2,Tyler,['form'],13,0,41.4,206,False,108.4,834,,,46,0,0,0,173821.jpg,1.6,0,0,Roberts,0.1,False,,a,10,2,156.0,29,10090,279,10664,492,0.4,6.3,Roberts,2
0,0,0,0,0,0,204642,0,0,-3,3,0.0,0,3,0.0,0.0,0,Jay-Roy,['form'],0,0,0.0,207,False,0.0,0,Joined VfL Osnabruck on a permanent deal on 1/2,2020-10-22T16:00:15.327420Z,47,0,0,0,204642.jpg,0.0,0,0,Grot,0.0,False,,u,10,2,0.0,0,1206,0,3563,5,0.0,0.0,Grot,0
0,0,0,0,0,0,214987,0,0,0,0,0.0,0,1,0.0,0.0,0,Kamil,['form'],0,0,0.0,208,False,0.0,0,Contract ended,2020-10-05T07:11:41.404637Z,40,0,0,0,214987.jpg,0.0,0,0,Miazek,0.8,False,,u,10,2,0.0,0,22749,0,117241,246,0.0,0.0,Miazek,0
0,0,29,100,100,0,215460,0,0,-3,3,47.5,0,3,0.5,0.0,0,Ian Carlo,['form'],4,0,17.7,209,False,42.6,245,,2021-02-01T16:00:26.312818Z,42,0,0,0,215460.jpg,1.0,0,0,Poveda-Ocampo,0.3,False,,a,10,2,87.0,10,67931,288,76249,320,0.0,2.4,Poveda-Ocampo,0
0,0,69,100,100,1,221610,0,0,-2,2,45.7,0,3,0.5,0.0,0,Jamie,['form'],11,0,11.4,210,False,52.0,453,,2021-02-23T22:30:17.940532Z,48,0,0,0,221610.jpg,1.3,0,0,Shackleton,0.0,False,,a,10,2,18.0,16,2002,9,4702,15,0.0,3.3,Shackleton,0
0,2,295,100,100,5,222694,0,0,0,0,32.9,1,2,3.2,2.7,2,Pascal,['form'],26,1,55.0,211,False,365.6,1511,,2021-03-09T09:30:26.604242Z,40,0,0,0,222694.jpg,2.7,0,0,Struijk,5.6,False,,a,10,2,153.0,52,776174,5347,479587,5694,0.7,13.0,Struijk,2
0,0,0,0,0,0,434138,0,0,-2,2,0.0,0,3,0.0,0.0,0,Jordan,['form'],0,0,0.0,212,False,0.0,0,Joined Swindon Town on loan until the end of the season on 21/9. - Expected back 01 Jul,2020-09-23T08:30:15.575137Z,43,0,0,0,434138.jpg,0.0,0,0,Stevens,0.4,False,,u,10,2,0.0,0,18977,0,98803,76,0.0,0.0,Stevens,0
0,19,632,100,100,9,437495,1,-1,2,-2,10.0,5,1,8.2,7.7,3,Illan,['form'],46,0,86.0,213,False,848.8,2520,,2021-01-16T19:30:19.842015Z,47,1,0,1,437495.jpg,4.5,0,115,Meslier,6.9,False,,a,10,2,0.0,125,951745,13962,550540,8417,1.6,26.6,Meslier,0
0,0,5,100,75,0,455084,0,0,-1,1,0.6,0,2,0.5,0.0,0,Leif,['form'],0,0,0.3,214,False,2.8,31,,2021-03-17T13:30:28.686494Z,39,0,0,0,455084.jpg,1.0,0,0,Davis,1.0,False,,a,10,2,0.0,2,92699,135,133065,786,0.0,0.5,Davis,0
0,0,0,,,0,467114,-1,1,-2,2,0.0,0,2,0.5,0.0,0,Oliver,['form'],0,0,0.0,215,False,0.0,0,,,38,0,0,0,467114.jpg,0.0,0,0,Casey,0.9,False,,a,10,2,0.0,0,113339,1572,116204,648,0.0,0.0,Casey,0
0,2,183,100,100,4,193645,0,0,-2,2,49.0,1,2,0.8,0.3,1,Robin,['form'],17,0,31.4,491,False,176.2,909,,2020-12-05T23:00:20.933265Z,43,0,0,0,193645.jpg,2.8,0,0,Koch,0.3,False,,a,10,2,89.0,33,53281,60,83396,69,0.1,7.7,Koch,0
